Area,Year,Total Export Value per 1000 USD,Total Crops and Livestock Yielded per 100g/ha,Total Crop Emissions,Total Fertilizers Used in Tonnes,Total FDI Inflows per million USD,Total Land Use per 1000/ha,Total Pesticides Used in Tonnes
Bahrain,2003,10.130296046403059,11.902126809942704,0.0,5.873324304803757,6.44576336526284,2.7949412004763747,1.063725029667669
Bahrain,2006,10.110845497511201,12.43890180619326,0.0,8.522777569710138,7.574801475211655,2.808649399658326,1.555434181211781
Bahrain,2007,10.290750501914756,11.92467522764553,0.0,5.837147186723625,7.163707870612099,2.816356374048606,1.8115620965242347
Bahrain,2008,10.388341308313365,11.662600429423957,0.0,6.403739747144695,7.664059541384748,2.8242022778382347,1.461600594663434
Bahrain,2009,10.869873945254328,11.604131780887228,0.0,6.403574197934815,,2.8219243725252414,1.6082944017320215
Bahrain,2010,11.088472472572644,11.607156274585291,0.0,6.929842875446142,5.5051152869424795,2.8218252153610544,1.4182774069729414
Bahrain,2011,11.36578377579121,11.612871850641088,0.0,7.062762734529377,,2.8244990137454566,1.362806379812677
Bahrain,2021,11.512724419761994,12.16301638606451,0.0,4.903782925438179,8.218590140642748,2.769844575896517,1.5777998070822339
Bangladesh,2004,11.404128495908676,11.219168980577669,8.041242274730642,12.973373026812851,4.789988622980633,8.753359272620585,7.349668742289667
Bangladesh,2005,11.650460654608366,11.273458153079732,8.043072346056416,13.097237785377603,5.651178380024789,8.750329723093,7.495047994750973
Bangladesh,2006,11.738054377483309,11.224880660072321,8.043860742459518,13.071230070218144,5.311134870258651,8.750390647808349,7.646287361482149
Bangladesh,2008,11.83665012876894,11.292496974540247,8.04977395308688,13.500424948351005,5.6338606003511575,8.768470581974219,7.922059603851065
Bangladesh,2009,12.10693393792386,11.289679408402534,8.05039819566265,13.34267091101933,5.2598233892582655,8.768665014717305,8.14328488821229
Bangladesh,2010,12.452761159266238,11.327608626796449,8.052175808821664,13.44147609134598,5.4797218362795075,8.76937761151486,8.105896110365148
Bangladesh,2011,12.7047096641249,11.351508281268778,8.047163273824966,13.603249328806958,5.688651916229227,8.763128362586677,8.216315775414692
Bangladesh,2012,12.549583446098206,11.393953848231122,8.046226341088651,13.916261365223141,5.9103426114440305,8.76323262020735,8.108785382808883
Bangladesh,2013,12.673723117647105,11.390131646282724,8.044059104730902,13.791731053363886,6.056743028782217,8.749585271508264,8.251615996009507
Bangladesh,2014,12.808726271761172,11.417846358466411,8.041130174437479,13.88012813847657,6.04873649616923,8.751101451929967,8.285412131495502
Bangladesh,2016,12.762324131734157,11.46660714327946,8.039702494565175,13.91218435307705,6.440392160517378,8.763015342495141,8.188177535271441
Bangladesh,2017,13.080084344488426,11.460143694931173,8.043571729699604,13.957878666553508,6.413475350475609,8.766676499775437,8.239430426234089
Bangladesh,2018,13.00791433312953,11.450775555493776,8.042894559838837,14.010666895444682,7.00061473093193,8.77009223020516,8.239430096190791
Bangladesh,2019,13.13278455036425,11.383304132373757,8.046228439106335,14.014157297517878,6.678907992251249,8.853400086715107,8.239428445972674
Bangladesh,2020,13.205292882726607,11.437192789084502,8.045471078422777,14.03605152549347,6.600791843352427,8.859130061529704,8.263042279831708
Bangladesh,2021,13.510062940820612,11.446143362217942,8.047020641237498,14.199752710587553,7.309637308858827,8.867870183551334,8.263040990464507
Barbados,2002,9.249929606960542,11.617975557451766,0.0024470036430517842,5.503587856327536,4.8493695163306585,2.7245795030534206,3.902665070502428
Barbados,2003,9.290752242270043,11.598600741441622,0.0022973590486834897,5.281298361378442,4.662182592780641,2.724578956605184,3.902405476333186
Barbados,2004,9.166919517231165,11.648918356868188,0.0021476920574589613,6.546944811414404,4.955463554922448,2.6968769005040847,3.902463169750383
Barbados,2005,9.496079933975569,11.741446531497091,0.00218095332471631,6.125230287270975,5.61483902149979,2.699121570357909,3.901799494407531
Barbados,2006,9.4867434500422,11.640158156107775,0.0020645340488790287,6.345886955993421,5.269700306627958,2.699121009819635,3.902492015210831
Barbados,2008,9.773929209269058,11.548728083472731,0.0021310610089541253,5.583496308781699,5.844348632693672,2.699121570357909,3.9027804240612136
Barbados,2009,9.608750093721726,11.654745071510408,0.002097798082146129,5.999556717005318,4.957255470032895,2.699121570357909,3.902463169750383
Barbados,2010,9.656958086613095,11.563226392124255,0.0016985566355814774,6.008462123476553,5.983264959683777,2.670693837857006,3.903126404920391
Barbados,2011,9.719204072428633,11.667533183196667,0.0016985566355814774,5.520660597691477,6.228827911950306,2.641435452020226,3.9030399209270827
Belarus,2002,11.174061904745802,11.056685875236315,8.884064438924666,11.850759274230574,3.065724645374026,8.618652908843579,6.245340968457889
Belarus,2008,12.23690470641308,11.607200563808487,8.871091117340615,12.686081550194562,4.884590284634481,8.610989498620743,7.1278007027181065
Belarus,2009,12.116434184411247,11.60538522254189,8.869204563120217,12.352040446945693,5.3337847708031,8.611639968292474,7.126456979868842
Belarus,2010,12.416163040536544,11.581100802367235,8.869187126507994,12.665564703421037,5.783316360594219,8.609822204345258,6.9918712182346745
Belarus,2011,12.579486930835705,11.573454082178369,8.870961548320498,12.418361786005466,6.485317827044201,8.608327391213471,6.897065007773946
Belize,2003,8.996124243676077,11.507956138293299,3.1427094279187333,9.338047335496915,,6.075537583622552,5.651221320343608
Belize,2004,9.180333773836844,11.604139996317722,3.151113624366393,8.918141447221815,3.6481468913584303,6.075537583622552,5.4554683030056
Belize,2005,9.090934825107908,11.542766751581151,3.1665764104765337,7.754052639035757,3.7833506836129986,6.075633326980018,5.212172280886365
Belize,2006,9.252216419483009,11.606091529619787,3.182222905442308,7.734121303328305,3.7215755870642973,6.075633346131603,4.890131894937419
Belize,2007,9.256497673616963,11.552643169987206,3.209438768933588,6.750516502555645,3.9414281777462405,6.075633346131603,4.995047770754542
Belize,2008,9.316046914716255,11.440316061708735,3.258862270414614,7.147821497492255,4.121816247280229,6.075633346131603,5.256381470619894
Belize,2010,9.377088389738764,11.488244377313444,3.2891839199581714,6.859317902575784,3.5262429784922,6.080409816809965,4.8725390007942035
Belize,2011,9.37992169526251,11.307894387957777,3.291895776771067,8.250137589814859,3.5221423464809702,6.080409835870292,5.138764621806783
Benin,2002,9.780149988575111,11.058881079545346,0.41028679838737786,9.713083419548818,2.1316911317958356,7.986860586338794,5.130424546406203
Benin,2003,9.9482114897843,11.103716539332884,0.38376468112882545,6.925595197110468,3.157988358511166,8.07987615385889,5.117501342537307
Benin,2004,10.029213836129411,11.032395353473433,0.40622037837531294,5.14166355650266,3.474051652784867,8.079927768177496,4.906812689896339
Benin,2007,10.703705524528594,10.899687836365844,0.4112814934296042,6.118831143028423,4.832908397665549,7.984415555156713,5.850908539546495
Benin,2008,10.767828481662091,11.009416945180295,0.4829712681297039,6.395817926363456,4.429877518571966,8.08479358456787,6.041666412770497
Benin,2009,10.663516210491787,11.062745853166234,0.5064962656047614,9.402447229504935,4.221602700316963,8.09501418098593,6.1928940455154375
Benin,2010,10.683470660667576,11.035770507642114,0.5403941346982697,9.511210103731537,4.387579209309704,8.09501418098593,6.117262292580777
Bhutan,2002,7.060925886859009,11.217234070022505,0.3225302592603419,6.0879104453762345,1.2312217564504926,6.735156304336305,0.42992540567832505
Bhutan,2003,7.262695385627153,11.252941565185475,0.3359363787893319,6.2882302382928055,1.4748332583562098,6.736245068399833,0.6917175877503509
Bhutan,2004,7.269318256993645,11.282069293169554,0.32405016305112755,6.159447687244916,2.2884768379422105,6.702891545751689,0.7963804352015975
Bhutan,2005,7.055436094711079,11.29769145965324,0.41512936944448947,6.258146400436675,1.9755915512707716,6.7074835779851805,0.4637340162321401
Bhutan,2006,6.881753476443136,11.327056021864204,0.42908397370679835,6.3216671707156,4.2762248966918,6.69933612306631,0.7621400520468967
Bhutan,2007,7.432173813409994,11.299197673208562,0.44592437018229286,6.2324480165505225,,6.692094081576422,0.8410282473736082
Bhutan,2008,7.873180786842065,11.30244121818905,0.33374232332014037,6.380461462508839,,6.671009214876627,0.7389567165912395
Bhutan,2010,8.576716439679998,11.340054744365757,0.37914394793152073,6.430928424388276,2.661255160349789,6.670829690194142,0.8164703965919441
Bhutan,2011,8.427791608380028,11.33013507101658,0.40085449555048114,6.7086943981838845,1.4749056381422068,6.670629006813749,1.0889827396922667
Bhutan,2012,8.866900438978506,11.346596076329142,0.3573480506848836,6.0756984593999865,2.725657435536599,6.6706606963408905,0.9707789171582248
Bhutan,2013,8.668016602889816,11.356701121436254,0.3586064107884796,6.217148202956752,2.9720036124630522,6.6707029474816775,0.7895930788281976
Bhutan,2015,8.907152671101432,11.412191603559599,0.34036939473078737,6.408215727233114,2.014205443958952,6.672634030595981,1.3143954855760271
Bhutan,2016,8.825326504298625,11.401012213827132,0.361071929679832,6.193153879427561,,6.670111268999399,2.0082140323914683
Bhutan,2018,9.025990588291378,11.400242244033544,0.2664073621729259,6.48449564028704,1.955337570938185,6.666850764755885,2.3485140248824456
Bhutan,2019,9.039687380995074,11.435154568717225,0.22283683761570522,6.147402404491834,1.4391647612221863,6.666850764755885,2.271997011226022
Bolivia (Plurinational State of),2002,10.229622314921462,11.221561471041786,1.0538182958260047,7.8648424050488615,6.218114942251232,10.243381013423113,7.016189191912412
Bolivia (Plurinational State of),2003,10.329208616544081,11.236846122783975,1.1017351851247839,7.852477964850526,5.654980810420644,10.238786482054069,7.092449019921148
Bolivia (Plurinational State of),2004,10.452776391087479,11.278745095061472,1.1472066664768756,8.152658871910038,5.423201794193951,10.238935455182572,7.381066712655719
Bolivia (Plurinational State of),2005,10.424842547399914,11.231018201318443,1.28536844252993,8.591836734412004,5.507735149003692,10.243385462451705,7.484587018316972
Bolivia (Plurinational State of),2006,10.492137270826433,11.308922557183402,1.2199691774105355,7.98551272029799,5.278012613207673,10.245147204082551,7.569807096144855
Bolivia (Plurinational State of),2008,10.987856523934955,11.191104822160446,1.1884682271648943,8.117056931173016,6.082463933628248,10.247852665439163,7.703937272849558
Bolivia (Plurinational State of),2009,10.991080320916145,11.230872368549804,1.3035511353274731,8.397979587530353,5.4376121911450195,10.249137780343135,7.985821749970782
Bolivia (Plurinational State of),2010,10.967769318223176,11.195248931755145,1.3191702780738477,8.640227894377462,5.716482200674064,10.250418300624412,8.080479646938391
Bolivia (Plurinational State of),2011,11.263703667038898,11.193665158657359,1.2702519971152038,8.733164251030212,6.941478214706939,10.251788364434102,8.14821067622923
Bolivia (Plurinational State of),2012,11.414516196280225,11.203748570631904,1.205721274860053,0.0,6.625298862310174,10.253212945857122,8.18782833740665
Bolivia (Plurinational State of),2013,11.607127455201676,11.253172152635138,1.2532533244417137,5.5254529391317835,7.616208226394164,10.124657263775747,8.357937168139564
Bolivia (Plurinational State of),2015,11.496132124679114,11.264397669898488,1.2599277164703826,5.786897381366708,5.96430915436261,10.124970010331404,8.289687954264963
Bosnia and Herzegovina,2003,10.460724114842076,10.79188279809153,3.057133848366224,8.61263972556025,5.9455595308936005,7.361587181228008,6.382444294738705
Bosnia and Herzegovina,2004,10.799908004825738,10.58729682578443,3.0580965577505412,9.625267242762634,4.922098406834568,7.362941334877449,6.398014780540363
Bosnia and Herzegovina,2005,11.037060692734777,10.601442601197602,3.057964230366135,8.87641887943953,4.599300289303694,7.36052797129951,6.407525699286687
Bosnia and Herzegovina,2006,11.101273759270518,10.881531680685764,3.0578702594610245,8.171984722988883,5.0779660103014885,7.361110675593578,6.397662719791975
Bosnia and Herzegovina,2007,11.288136811216736,10.872061388774275,3.0591913060032456,8.224090392733372,6.178255492434539,7.358937049820613,6.420299674634157
Bosnia and Herzegovina,2009,11.38178644643059,10.909498322995011,3.0551491074646386,9.939984206242057,4.3286596357254465,7.353295436049498,6.3777880950812
Bosnia and Herzegovina,2011,11.57285298111986,10.885929254852467,3.054879726462067,10.231706448850877,4.893944137747646,7.357821896902564,6.451122432513709
Bosnia and Herzegovina,2014,11.523821355241815,10.83936324095908,3.0305965560999986,0.6931471805599453,5.00267571385019,7.359096255913236,6.449533400112048
Botswana,2010,10.631680074838874,10.561830475253178,4.60347224530232,8.97239975710249,4.698130502479499,9.531217864708687,4.725907583375673
Botswana,2011,10.58433861135892,10.500500046813015,4.598452002780251,7.6715698769120975,4.9613815850064755,9.532897309780175,4.810382500718853
Botswana,2012,10.525931694749891,10.503437597019357,4.598221768215186,8.362769747119406,4.359739888632999,9.531896506440093,4.882920963119813
Botswana,2013,10.613943444343684,10.690041587573866,4.592933286261026,8.554785360275915,4.342307124642118,9.531767807121067,4.934360874324575
Botswana,2014,10.510524801954748,10.748504241600768,4.5826261344198596,8.725654945212641,5.750270043855623,9.534937479569388,4.908085639080461
Brazil,2003,13.880273194611089,11.836173634790708,4.747919834633688,14.524225251726337,7.81375847515596,12.152235038174384,10.811339981865952
Brazil,2004,14.110560359420155,11.849227557247584,4.888607261174606,14.416302837578408,9.037335242190505,12.152662420295492,10.974995114065129
Brazil,2005,14.217428939422312,11.838515982585502,4.899549159059365,14.21186019483211,8.480387651382962,12.15308961983915,11.051107691428909
Brazil,2006,14.35403587826445,11.86509335830731,4.8225083854755475,14.243548213274238,8.929822302885015,12.086208758904291,11.082445316225927
Brazil,2007,14.567447226531776,11.888841292003644,4.82476250580401,14.426742069620005,9.2016545181269,12.154940954625431,11.324759951189025
Brazil,2008,14.861794645568578,11.905032661191761,4.830007635180234,14.39372661307245,9.541579858983592,12.156322201727304,11.35632433524148
Brazil,2009,14.77430676251381,11.909871357085608,4.828026496052483,14.350771111455852,8.151623728835556,12.157717502350389,11.422095627710817
Brazil,2010,14.969998602570131,11.915120991392586,4.815371682368839,14.596087069825442,9.584368926859606,12.159110858859437,11.531054507730786
Brazil,2011,15.19353188546869,11.91835057227837,4.823504189949362,14.697971701090596,9.654090302148239,12.160538277960784,11.656841339240328
Brazil,2012,15.18083132584989,11.89960121407065,4.796581417348218,14.438177768550648,9.479787665387123,12.161964035763992,11.768559173935808
Brazil,2013,15.229565270535216,11.92490988218805,4.803720999724255,14.124811554815889,9.587947699343626,12.163387390920843,11.804657187224503
Brunei Darussalam,2003,9.276724844546566,10.16375071012479,3.8863529986770144,5.713732805509369,8.101289475116925,4.430051199724637,4.607866547535834
Brunei Darussalam,2005,9.602033299703832,10.186236046306565,3.8376377640696395,5.4116460518550396,5.6716163989292045,4.430051199724637,4.788310851665195
Brunei Darussalam,2006,9.39220696417833,10.217954124710966,3.84231702259487,4.293878247897177,6.075410238222764,4.42758027442707,4.339858248063332
Brunei Darussalam,2007,9.507034835553155,10.227313838587788,3.80716273499718,6.214608098422191,5.565165930728387,4.42800673185176,3.9124895632397885
Brunei Darussalam,2009,9.474245115962253,10.235418882583945,3.7862042698424676,5.210578452240029,5.916424590406934,4.504584577083225,3.735802797492168
Brunei Darussalam,2012,9.82176670145616,10.25177239782616,3.7538647504326113,5.135798437050262,6.763812780095189,4.504584577083225,4.0936220790717694
Brunei Darussalam,2013,9.937391673652952,10.276926197182044,3.724727097036165,4.804021044733257,6.65502065999336,4.5045846621461685,4.137696686595981
Brunei Darussalam,2014,10.137685001966735,10.277216251040688,3.719542015920753,4.216234379831137,6.3436858457752106,4.504584577083225,4.193108367350614
Brunei Darussalam,2015,9.938712038892634,10.344958504679513,3.7195238319535564,4.636492657117133,5.1608951917805514,4.504584577083225,4.114174422262934
Bulgaria,2003,11.054486704094396,11.049314161208605,5.242435843018913,9.755422484420263,6.560708675826652,8.15013485583408,6.568844070485618
